,ms,theta,u,muhs,mu3,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,th_bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,num_FOPT,alpha_max,dT_max,tran_type,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1
70,950.266965063645,-0.15220999294472706,-219.05808315295536,-185.73314967879753,-77.78171302205533,0.2973506070460799,9.641709261038166,-3.3137233805338817,-20796.812099142044,370899.5172547415,0.3451049779128717,1.8581400851705612,0.012630275168053817,False,,,,,,,,,,,,,,,,,,
71,792.9615504552208,-0.2225464273006034,-216.61632502892084,768.9495908832135,-647.1348466215923,0.37545868744405964,6.729309190572701,1.0748753707300898,-118590.82554915179,100568.14907305951,0.567017299414527,1.861473192764857,0.33253611434321584,True,,,,,,,,,,,,,,,,,,
72,904.8840405675093,0.2264647805870931,198.2463357073246,-605.2396405238145,151.76177765342754,0.4630877756551934,9.107544003658708,-0.5475244584293195,-102676.03102815305,218734.01767718542,0.5432318506384519,2.1856319245097904,0.4548587999714665,True,241.21535206706557,197.13280249799845,6.145224421805375e-05,156.0035139698782,63.366980422664476,114.94821652198999,0.09302561672778054,1.0,0.09302561672778054,114.94821652198999,hs-SNR,,,,,,,
73,943.9068253865337,-0.16136504672839885,-220.8565549215441,-184.96693615522975,-78.41569276949309,0.31545579017933084,9.338977063611324,-3.3902521553426506,-22711.87566717976,360847.5545875546,0.35096887052913184,1.7697022400123892,0.007771940050007808,False,,,,,,,,,,,,,,,,,,
74,901.0694031434672,0.22370159040885695,205.98253949988722,-613.7987569234803,144.1988694281708,0.4523256127463723,8.392056470804592,-0.4166209998228551,-107852.72888777404,223424.6495083004,0.5433050799593108,2.028577284397339,0.4471548581733649,True,227.61729452189445,201.91323701726526,2.81209445677632e-06,166.51368388739363,88.62587964480646,116.86230109185017,0.022994784730563298,1.0,0.022994784730563298,116.86230109185017,hs-SNR,,,,,,,
75,728.9226190129472,-0.23171990463516254,-219.9635929203559,660.4775937645869,-621.7513326662097,0.35341810079852887,5.682576453231017,0.8743010254381853,-102707.70167140159,73678.14144211015,0.5476397417045991,1.5663609508807852,0.31978888835530533,True,232.00053102295658,-216.72637653128365,2.4609921679474554e-06,-175.37170685341692,82.60090302057574,115.75791476445627,0.031396088987242256,1.0,0.031396088987242256,115.75791476445627,hs-SNR,,,,,,,
76,965.7805897198065,0.23169602971269845,192.98179521381226,-622.0842062594537,143.46743121246877,0.5279659236851587,10.933430541430122,-1.0903410363489638,-108351.79396789914,248754.23588058352,0.553053567240116,2.55163412929937,0.5007822421535104,True,,,,,,,,,,,,,,,,,,
77,902.95345384944,0.23419456045865544,199.8289277505743,-626.3102256901212,144.80541606507248,0.4843026414503758,8.842713866104006,-0.5347670589037612,-106476.21967934998,212970.242687947,0.554370841849608,2.1215506233753745,0.47621757244274954,True,,,,,,,,,,,,,,,,,,
78,84.02987055417275,0.031181493400501834,-180.5366952710432,-150.0724285656884,-725.8960999956859,0.12900525259652648,2.505305524830499,-0.8372769402311914,21268.26916722885,-49576.65300451158,0.36411756903404047,0.4867802245024262,0.05905044392201006,False,,,,,,,,,,,,,,,,,,
79,383.77885618166863,0.2025887075696234,317.9692682563536,-885.9148052438985,74.97795991238226,0.17303416378184466,0.4023401124013583,2.4547461874775265,-147112.42501646368,6793.3120129645395,0.5232996549478961,0.5097093926799273,-3.5711729505490633,True,,,,,,,,,,,,,,,,,,
80,895.5147208818971,0.2429280486491856,197.53721866154126,-552.1602419290949,149.96705977261806,0.504372733233833,8.986944464298384,-0.9796804373069185,-97613.95970024762,206648.28193751522,0.5458678303078718,2.0834560431901097,0.477673620897747,True,,,,,,,,,,,,,,,,,,
81,410.9880374571904,-0.14567437707622868,-44.81498181864876,152.2464282389349,884.9314702152465,0.15571354282783598,5.741725658656393,1.4021914123677273,4023.636699456637,-9274.051880108607,0.47078289550798347,1.6691299833920528,0.07010597143709953,False,,,,,,,,,,,,,,,,,,
82,879.2003955836517,0.2230175466111861,195.43554966228106,-572.3253871728414,146.5781673283558,0.43467461965836407,8.847203066191467,-0.46657707507576135,-94415.63628058737,206378.6486413466,0.5323980802797688,2.1340379207019065,0.4285231228136114,True,229.35532463135257,191.75525977812237,-5.1060573926264765e-05,154.842304107961,86.51045537449487,117.24420871044472,0.02575040275540172,1.0,0.02575040275540172,117.24420871044472,hs-SNR,,,,,,,
83,414.78928627138566,0.20643652056164832,306.80723631250225,-863.7266162819492,67.50496238039237,0.18327829962576603,0.5357917157998742,2.3998084487549645,-140940.46369508648,17133.779657713545,0.5261326504230834,0.5339160037424626,-2.5039042476622586,True,,,,,,,,,,,,,,,,,,
84,432.5731455468787,-0.15172220246315543,-45.225571014062425,148.7564421087106,870.6921934166332,0.16138509983933425,10.789854972441132,0.9883792392799357,4065.464276813008,-8285.205950906271,0.45637650013507464,2.8621936163236055,0.1387505620458534,True,227.77559847605824,-42.45029769031028,-4.186144760790865e-07,33.55153509881496,89.13830599956015,132.23098485730907,0.03185701136915063,1.0,0.03185701136915063,132.23098485730907,hs-SNR,,,,,,,
85,889.9869348170256,0.2359655701807097,203.5938045233265,-603.5395714912688,146.59210296064435,0.4791140222831813,8.318891852209596,-0.5564853025578897,-105368.96893785078,208267.30755375983,0.5508716054470888,1.9869754126260841,0.4698076177324149,True,242.5185438800808,202.7354025314114,7.537398333700289e-06,160.01697755694065,58.8581347532833,114.22083594629459,0.12592328348038184,1.0,0.12592328348038184,114.22083594629459,hs-SNR,,,,,,,
86,770.1251999506261,-0.2218121099855397,-216.9088931625626,749.8351451394158,-630.6570770040689,0.3596113097627749,6.346201043049207,1.13636229497009,-114115.65254890571,91460.81703016334,0.5616555657505514,1.77594397659065,0.3087415352051271,True,,,,,,,,,,,,,,,,,,
87,385.5677573460744,0.2109451953511593,330.79809756300006,-943.0733823131716,73.0683764502544,0.17717823569968974,0.3682753368676705,2.516509345028097,-163539.80730812627,5993.975166759221,0.5279451558047591,0.5114870583882671,-4.121792296427787,True,1.6845473555935675e-05,246.19140091773824,-1.61436625311792e-05,229.62003209477234,833.470556145697,24.505779310296475,2.9953550638665826e-07,1.0,2.9953550638665826e-07,24.505779310296475,s-SNR,,,,,,,
88,795.3777258352839,-0.21574355404887013,-218.99483654454886,749.6681672251054,-612.0218324185364,0.3623075222838651,6.6164412181621355,1.030321309128183,-117505.93508978769,110764.35379011101,0.5585852976010169,1.8258305227285643,0.3221967601293694,True,233.28900848915129,-216.25417470747004,2.996919072596348e-05,-178.11530419415135,80.4702115629015,115.3556626478855,0.03449037794930463,1.0,0.03449037794930463,115.3556626478855,hs-SNR,,,,,,,
89,731.3022420292494,-0.23531212397482956,-217.1105377466487,709.3909356333123,-594.8393565617112,0.3618559945748825,5.693009449269232,1.0653998361258228,-106972.68066895411,72468.35501957047,0.559821139038094,1.6008190016716117,0.312010793151467,True,,,,,,,,,,,,,,,,,,
90,791.9555716913393,-0.20518060512048214,-210.7250169634898,688.9689929366148,-586.9295476384104,0.3384818183116515,7.053233578337467,0.9182426235303494,-104278.8199604489,118257.74417290944,0.5420025003816672,1.916348831839425,0.3085958976802436,True,,,,,,,,,,,,,,,,,,
