,ms,theta,u,muhs,mu3,yt,lamh,lams,lammix,muh2,mus2,Pih,Pis,lamh_tilde,Lam_CP,th_bool,isEWSB,edm_Bool,h_low_0,s_low_0,h_high_0,s_high_0,Tnuc_0,dT_0,alpha_0,vwf_0,xi_J_0,v_calculable_0,h_low_1,s_low_1,h_high_1,s_high_1,Tnuc_1,dT_1,alpha_1,vwf_1,xi_J_1,v_calculable_1,num_FOPT,alpha_max,dT_max,tran_type
10,499.45210344556267,2.851050334760127e-06,-478.56774983342484,-64.42138410539451,-416.1175194070356,0.7380465940479599,0.1290740960561582,0.9882511463242043,-0.13460722461036542,23239.400331218967,27196.031933724244,0.2796080893278392,0.22462824914599017,0.12449046744497486,523.4611762786956,True,False,True,6.782511506667292e-06,-336.28104162316754,1.436528151677246e-05,-328.48279079158306,773.0903021141813,0.057139195156537426,6.018048505119964e-06,0.0050928718405410635,0.5793497975005023,True,,,,,,,,,,,,,,
11,284.1062227713491,8.993636803835194e-10,502.5905619527971,127.93911605232518,-4.332405361253677,0.7248781453401704,0.12907409604048148,0.1707340390843553,-0.25455932915436696,39974.25010650944,45304.37870562829,0.26979397261550353,0.0002569549120276654,0.03418901570289118,528.8561754522411,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
12,322.4149034356671,8.0614609072619e-09,971.4279027381106,297.4210808160526,655.0379442253659,0.7137910120128481,0.12907409604048156,0.3971467318467643,-0.30616897339381505,152285.32102923567,-261545.81812605046,0.2636558915818235,0.04825852072938857,0.07006603129251884,990.0590190101993,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
13,201.65397169171996,1.1955384541941991e-09,282.0503950953073,-213.94635060233526,233.02558303919818,0.8115852824540667,0.12907409604048145,0.5241830138113767,0.7585394461459987,-22348.072325425743,-24024.927688330306,0.3453120078624127,0.2574689944771773,-0.14534441629160896,391.8086967346353,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
14,525.2071816734531,1.9003367935997975e-05,-452.6250658449702,-245.98137731773357,-77.73454845971764,0.7649708970010792,0.12907409681557494,0.7992841296291912,-0.5434106775699662,63496.96782030593,128565.63987399227,0.27269153706910804,0.10925258614563675,0.03671170853881631,537.5933873805113,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
15,728.668586974119,1.7519692606899777e-10,-385.8779660730344,319.66262222608384,-367.06797928415926,0.9199772741373329,0.12907409604048126,2.174234059357394,0.8284034091033818,-53851.62712633686,182103.93005205254,0.3951448848772477,0.6816257496899121,0.05016674413181296,905.6749701045244,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
16,631.1660286784432,9.205124933674466e-08,269.80605494992494,26.72528972173052,88.84036500536047,0.9242298109354716,0.12907409604050815,2.921495096845449,-0.09905423665262963,11429.057239580017,188701.44883791808,0.35846145592725903,0.7138647347692574,0.1282344795536082,653.0613918380919,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
17,450.3387677746413,1.0738139873335659e-08,-434.1896909435174,116.17161502769073,-67.86484343777977,0.7208023126447973,0.12907409604048162,0.5945295356099841,0.2675596072726054,-17396.50299050229,82614.90209562406,0.2900758403805316,0.1932256517812636,0.09897124195333278,451.51718061326875,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
18,624.1563824789022,4.039676376967929e-10,434.79138015819717,219.12234295986445,815.1538338749865,0.8947597072973881,0.12907409604048126,2.0081802314844146,-0.5039712229200028,55460.006876128115,25211.647957901827,0.3281884624280443,0.4180498540511032,0.09745504741757204,871.202775344136,True,False,True,-2.6634224936616198e-05,228.53301110382085,-2.3091603833974358e-05,219.55478901545473,877.8606046650872,2.4538636051250933,4.694086359156891e-06,0.006145450436703403,0.579116565447161,True,,,,,,,,,,,1.0,4.694086359156891e-06,2.4538636051250933,noneSNR
19,203.85707806878114,8.376197496991908e-09,-209.48000341820784,100.51918752985506,-372.0967269690604,0.9233674884882264,0.12907409604048145,1.1959560741120734,0.4798509966160944,-2704.6257313448896,-25466.032348848246,0.38218420115725193,0.37896418463070075,0.08094168885228031,503.824736584106,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,
